api  | 2025-10-20T19:47:37.188988934Z {"level":30,"time":1760989657188,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:19:49.303713999Z {"level":30,"time":1761002389303,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:19:59.355485652Z {"level":30,"time":1761002399355,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:20:09.399400267Z {"level":30,"time":1761002409399,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:20:19.454570050Z {"level":30,"time":1761002419454,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:20:29.518288789Z {"level":30,"time":1761002429518,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:20:39.569294372Z {"level":30,"time":1761002439569,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:20:49.605714189Z {"level":30,"time":1761002449605,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:20:59.661916646Z {"level":30,"time":1761002459661,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:21:09.708943018Z {"level":30,"time":1761002469708,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:21:19.764695050Z {"level":30,"time":1761002479764,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:21:29.812867090Z {"level":30,"time":1761002489812,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:21:39.872026986Z {"level":30,"time":1761002499871,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:21:49.939919899Z {"level":30,"time":1761002509939,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:21:59.988216116Z {"level":30,"time":1761002519988,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:22:10.035308721Z {"level":30,"time":1761002530035,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:22:20.070909364Z {"level":30,"time":1761002540070,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:22:30.127201168Z {"level":30,"time":1761002550127,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:22:40.182467188Z {"level":30,"time":1761002560182,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:22:50.230256376Z {"level":30,"time":1761002570230,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:23:00.302866866Z {"level":30,"time":1761002580302,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:23:10.354438460Z {"level":30,"time":1761002590354,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:23:20.416716760Z {"level":30,"time":1761002600416,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:23:30.473409150Z {"level":30,"time":1761002610473,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:23:40.515686453Z {"level":30,"time":1761002620515,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:23:50.572596863Z {"level":30,"time":1761002630572,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:24:00.636802905Z {"level":30,"time":1761002640636,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:24:10.683980417Z {"level":30,"time":1761002650683,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:24:20.735946118Z {"level":30,"time":1761002660735,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:24:30.796493389Z {"level":30,"time":1761002670796,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:24:40.846639718Z {"level":30,"time":1761002680846,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:24:50.889838623Z {"level":30,"time":1761002690889,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:25:00.950877463Z {"level":30,"time":1761002700950,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:25:10.998143266Z {"level":30,"time":1761002710997,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:25:21.041807189Z {"level":30,"time":1761002721041,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:25:31.085952606Z {"level":30,"time":1761002731085,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:25:41.136745112Z {"level":30,"time":1761002741136,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:25:51.176982747Z {"level":30,"time":1761002751176,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:26:01.232754672Z {"level":30,"time":1761002761232,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:26:11.288676372Z {"level":30,"time":1761002771288,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:26:21.352681204Z {"level":30,"time":1761002781352,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:26:31.408089137Z {"level":30,"time":1761002791407,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:26:41.467690421Z {"level":30,"time":1761002801467,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:26:51.524900659Z {"level":30,"time":1761002811524,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:27:01.592012646Z {"level":30,"time":1761002821591,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:27:11.637825114Z {"level":30,"time":1761002831637,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:27:21.694224919Z {"level":30,"time":1761002841693,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:27:31.758437428Z {"level":30,"time":1761002851758,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:27:41.817004944Z {"level":30,"time":1761002861816,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:27:51.856813131Z {"level":30,"time":1761002871856,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:28:01.892594998Z {"level":30,"time":1761002881892,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:28:11.932239636Z {"level":30,"time":1761002891932,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:28:21.972223459Z {"level":30,"time":1761002901972,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:28:32.032599403Z {"level":30,"time":1761002912032,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:28:42.082918954Z {"level":30,"time":1761002922082,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:28:52.135218478Z {"level":30,"time":1761002932135,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:29:02.177190951Z {"level":30,"time":1761002942177,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:29:12.238968774Z {"level":30,"time":1761002952238,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:29:22.290582855Z {"level":30,"time":1761002962290,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:29:32.350667437Z {"level":30,"time":1761002972350,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:29:42.398608158Z {"level":30,"time":1761002982398,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:29:52.449937115Z {"level":30,"time":1761002992449,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:30:02.498489156Z {"level":30,"time":1761003002498,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:30:12.561289362Z {"level":30,"time":1761003012560,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:30:22.617450835Z {"level":30,"time":1761003022617,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:30:32.665215347Z {"level":30,"time":1761003032665,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:30:42.719858645Z {"level":30,"time":1761003042719,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:30:52.779798808Z {"level":30,"time":1761003052779,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:31:02.827509543Z {"level":30,"time":1761003062827,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:31:12.870784862Z {"level":30,"time":1761003072870,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:31:22.914643032Z {"level":30,"time":1761003082914,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:31:32.971636220Z {"level":30,"time":1761003092971,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:31:43.017348929Z {"level":30,"time":1761003103017,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:31:53.057004229Z {"level":30,"time":1761003113056,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:32:03.109037941Z {"level":30,"time":1761003123108,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:32:13.156884188Z {"level":30,"time":1761003133156,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":0,"msg":"request completed"}
api  | 2025-10-20T23:32:23.217169217Z {"level":30,"time":1761003143217,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-20T23:32:33.256375735Z {"level":30,"time":1761003153256,"pid":30,"hostname":"9c9a2c551aec","req":{"method":"GET","url":"/health"},"res":{"statusCode":200},"responseTime":1,"msg":"request completed"}
api  | 2025-10-23T17:31:22.361929004Z 
api  | 2025-10-23T17:31:22.362242386Z > mindecho-api@0.1.0 dev
api  | 2025-10-23T17:31:22.362249614Z > nodemon --watch src --ext ts --exec ts-node src/index.ts
api  | 2025-10-23T17:31:22.362251219Z 
api  | 2025-10-23T17:31:22.490670112Z [33m[nodemon] 3.1.10[39m
api  | 2025-10-23T17:31:22.491619142Z [33m[nodemon] to restart at any time, enter `rs`[39m
api  | 2025-10-23T17:31:22.491784195Z [33m[nodemon] watching path(s): src/**/*[39m
api  | 2025-10-23T17:31:22.491793630Z [33m[nodemon] watching extensions: ts[39m
api  | 2025-10-23T17:31:22.492019777Z [32m[nodemon] starting `ts-node src/index.ts`[39m
api  | 2025-10-23T17:31:24.743116132Z /app/node_modules/ts-node/src/index.ts:859
api  | 2025-10-23T17:31:24.743152931Z     return new TSError(diagnosticText, diagnosticCodes, diagnostics);
api  | 2025-10-23T17:31:24.743154671Z            ^
api  | 2025-10-23T17:31:24.744652358Z TSError: ⨯ Unable to compile TypeScript:
api  | 2025-10-23T17:31:24.744662425Z src/infrastructure/http/controllers/authController.ts(1,20): error TS2307: Cannot find module 'bcryptjs' or its corresponding type declarations.
api  | 2025-10-23T17:31:24.744664378Z src/infrastructure/http/controllers/authController.ts(2,17): error TS2307: Cannot find module 'jsonwebtoken' or its corresponding type declarations.
api  | 2025-10-23T17:31:24.744665727Z 
api  | 2025-10-23T17:31:24.744666843Z     at createTSError (/app/node_modules/ts-node/src/index.ts:859:12)
api  | 2025-10-23T17:31:24.744667933Z     at reportTSError (/app/node_modules/ts-node/src/index.ts:863:19)
api  | 2025-10-23T17:31:24.744668849Z     at getOutput (/app/node_modules/ts-node/src/index.ts:1077:36)
api  | 2025-10-23T17:31:24.744669786Z     at Object.compile (/app/node_modules/ts-node/src/index.ts:1433:41)
api  | 2025-10-23T17:31:24.744670735Z     at Module.m._compile (/app/node_modules/ts-node/src/index.ts:1617:30)
api  | 2025-10-23T17:31:24.744671654Z     at Module._extensions..js (node:internal/modules/cjs/loader:1623:10)
api  | 2025-10-23T17:31:24.744672610Z     at Object.require.extensions.<computed> [as .ts] (/app/node_modules/ts-node/src/index.ts:1621:12)
api  | 2025-10-23T17:31:24.744673873Z     at Module.load (node:internal/modules/cjs/loader:1266:32)
api  | 2025-10-23T17:31:24.744674911Z     at Function.Module._load (node:internal/modules/cjs/loader:1091:12)
api  | 2025-10-23T17:31:24.744675852Z     at Module.require (node:internal/modules/cjs/loader:1289:19) {
api  | 2025-10-23T17:31:24.744676824Z   diagnosticCodes: [ 2307, 2307 ]
api  | 2025-10-23T17:31:24.744677783Z }
api  | 2025-10-23T17:31:24.759474043Z [31m[nodemon] app crashed - waiting for file changes before starting...[39m
